Domain Name,Domain Type,Agency,City,State,Latitude,Longitude
LAWRENCEBURGTN.GOV,City,Non-Federal Agency,Lawrenceburg,TN,35.24229598,-87.33473666
LAWTONMI.GOV,City,Non-Federal Agency,Lawton,MI,42.16725797,-85.84694819
LAWTONOK.GOV,City,Non-Federal Agency,Lawton,OK,34.6086892,-98.39032761
LBTS-FL.GOV,City,Non-Federal Agency,Lauderdale-By-The-Sea,FL,26.19202858,-80.09642697
LEADVILLE-CO.GOV,City,Non-Federal Agency,Leadville,CO,39.25081927,-106.2925174
LEAGUECITY-TX.GOV,City,Non-Federal Agency,League City,TX,29.50744687,-95.09492804
LEAGUECITYTX.GOV,City,Non-Federal Agency,League City,TX,29.50744687,-95.09492804
LEANDERTX.GOV,City,Non-Federal Agency,Leander,TX,30.5788063,-97.85306629
LEBANONCT.GOV,City,Non-Federal Agency,Lebanon,CT,41.63620609,-72.21257757
LEBANONNH.GOV,City,Non-Federal Agency,Lebanon,NH,43.64228558,-72.25175559
LEBANONOHIO.GOV,City,Non-Federal Agency,Lebanon,OH,39.43533889,-84.20298757
LECLAIREIOWA.GOV,City,Non-Federal Agency,LECLAIRE,IA,41.59863893,-90.34345767
LEEDSALABAMA.GOV,City,Non-Federal Agency,Leeds,AL,33.54815581,-86.54442679
LEESBURGFLORIDA.GOV,City,Non-Federal Agency,Leesburg,FL,28.81081869,-81.87785939
LEESBURGVA.GOV,City,Non-Federal Agency,Leesburg,VA,39.11565576,-77.56359723
LEESVILLELA.GOV,City,Non-Federal Agency,LEESVILLE,LA,31.14351969,-93.26099878
LEHI-UT.GOV,City,Non-Federal Agency,Lehi,UT,40.39161654,-111.8507662
LENEXA-KS.GOV,City,Non-Federal Agency,Lenexa,KS,38.95361614,-94.73356961
LENOIR-NC.GOV,City,Non-Federal Agency,Lenoir,NC,35.91401887,-81.53897647
LENOIRCITYTN.GOV,City,Non-Federal Agency,Lenoir City,TN,35.79729923,-84.25602886
LEOMINSTER-MA.GOV,City,Non-Federal Agency,Leominster,MA,42.52508872,-71.75978725
LEONIANJ.GOV,City,Non-Federal Agency,Leonia,NJ,40.86148734,-73.98818751
LEONVALLEYTEXAS.GOV,City,Non-Federal Agency,Leon Valley,TX,29.49522596,-98.61862835
LEROYTOWNSHIP-MI.GOV,City,Non-Federal Agency,Webberville,MI,42.66697913,-84.17412713
LEWISBURGTN.GOV,City,Non-Federal Agency,Lewisburg,TN,35.44923711,-86.7888856
LEWISTONMAINE.GOV,City,Non-Federal Agency,Lewiston,ME,44.10034943,-70.21477735
LEXINGTONKY.GOV,City,Non-Federal Agency,lexington,KY,37.98868577,-84.47771969
LEXINGTONNC.GOV,City,Non-Federal Agency,Lexington,NC,35.82402685,-80.25337755
LEXINGTONTN.GOV,City,Non-Federal Agency,Lexington,TN,35.65089572,-88.39337572
LEXINGTONVA.GOV,City,Non-Federal Agency,Lexington,VA,37.78401693,-79.44281947
LHCAZ.GOV,City,Non-Federal Agency,Lake Havasu City,AZ,34.48389727,-114.3224463
LIBERTYHILLTX.GOV,City,Non-Federal Agency,Liberty Hill,TX,30.67380637,-97.14331727
LIBERTYIN.GOV,City,Non-Federal Agency,Liberty,IN,39.63559812,-84.93106796
LIBERTYLAKEWA.GOV,City,Non-Federal Agency,Liberty Lake,WA,47.67590764,-117.1182057
LIBERTYMISSOURI.GOV,City,Non-Federal Agency,Liberty,MO,39.24610819,-94.41911951
LIBERTYMO.GOV,City,Non-Federal Agency,Liberty,MO,39.24610819,-94.41911951
LINCOLNCA.GOV,City,Non-Federal Agency,Lincoln,CA,38.89155765,-121.2930073
LINCOLNIL.GOV,City,Non-Federal Agency,Lincoln,IL,40.14837712,-89.36481702
LINCOLNSHIREIL.GOV,City,Non-Federal Agency,Lincolnshire,IL,42.19001695,-87.90839976
LINDALE-TX.GOV,City,Non-Federal Agency,Lindale,TX,32.51569993,-95.40939613
LINDALETX.GOV,City,Non-Federal Agency,Lindale,TX,32.51569993,-95.40939613
LINDENWOLDNJ.GOV,City,Non-Federal Agency,Lindenwold,NJ,39.82427988,-74.99766843
LINNDALEVILLAGE-OH.GOV,City,Non-Federal Agency,Linndale,OH,41.44671891,-81.76707922
LINTON-IN.GOV,City,Non-Federal Agency,Linton,IN,39.03476644,-87.16584865
LITCHFIELD-NH.GOV,City,Non-Federal Agency,Litchfield,NH,42.84424989,-71.4797861
LITCHFIELDNH.GOV,City,Non-Federal Agency,Litchfield,NH,42.84424989,-71.4797861
LITTLEROCKAR.GOV,City,Non-Federal Agency,Little Rock,AR,34.74647597,-92.28958898
LOCKHAVENPA.GOV,City,Non-Federal Agency,Lock Haven,PA,41.13700689,-77.44692709
LOCKPORTNY.GOV,City,Non-Federal Agency,Lockport,NY,43.17060593,-78.69030625
LOCUSTGROVE-GA.GOV,City,Non-Federal Agency,Locust Grove,GA,33.34594825,-84.1090764
LODI.GOV,City,Non-Federal Agency,Lodi,CA,38.13019821,-121.2724486
LODICA.GOV,City,Non-Federal Agency,Lodi,CA,38.13019821,-121.2724486
LOGANCO.GOV,City,Non-Federal Agency,Sterling,CO,40.62553728,-103.2077081
LOGANTOWNSHIP-PA.GOV,City,Non-Federal Agency,Altoona,PA,40.51867626,-78.39473648
LOGANVILLE-GA.GOV,City,Non-Federal Agency,Loganville,GA,33.8389965,-83.90073589
LOMALINDA-CA.GOV,City,Non-Federal Agency,Loma Linda,CA,34.04834942,-117.2611491
LONDONBRITAINTOWNSHIP-PA.GOV,City,Non-Federal Agency,Landenberg,PA,39.77732655,-75.77132977
LONDONKY.GOV,City,Non-Federal Agency,London,KY,37.12897856,-84.08325769
LONEOAKTX.GOV,City,Non-Federal Agency,LONE OAK,TX,29.36689735,-98.24472953
LONGBEACH.GOV,City,Non-Federal Agency,Long Beach,CA,33.76695789,-118.1892277
LONGBEACHNY.GOV,City,Non-Federal Agency,Long Beach,NY,40.58843807,-73.65790782
LONGBEACHWA.GOV,City,Non-Federal Agency,Long Beach,WA,46.3523186,-124.0543177
LONGHILLNJ.GOV,City,Non-Federal Agency,Long Hill,NJ,40.70787997,-74.42959834
LONGLAKEMN.GOV,City,Non-Federal Agency,Long Lake,MN,44.98662678,-93.57161971
LONGMONTCOLORADO.GOV,City,Non-Federal Agency,Longmont,CO,40.16720795,-105.1019275
LONGPORTNJ.GOV,City,Non-Federal Agency,Longport,NJ,39.31427714,-74.52487738
LONGVIEWTEXAS.GOV,City,Non-Federal Agency,Longview,TX,32.50069826,-94.74048999
LONGVIEWTX.GOV,City,Non-Federal Agency,Longview,TX,32.50069826,-94.74048999
LORENATX.GOV,City,Non-Federal Agency,Lorena,TX,31.38655663,-97.21555836
LOSALTOSCA.GOV,City,Non-Federal Agency,Los Altos,CA,37.38521732,-122.1141259
LOSGATOSCA.GOV,City,Non-Federal Agency,Los Gatos,CA,37.22660639,-121.9746788
LOSLUNASNM.GOV,City,Non-Federal Agency,Los Lunas,NM,34.80616768,-106.7333568
LOSRANCHOSNM.GOV,City,Non-Federal Agency,Los Ranchos de Albuquerque,NM,35.1619871,-106.6427978
LOTT-TX.GOV,City,Non-Federal Agency,Lott,TX,31.20350837,-97.03665873
LOUISBURGKANSAS.GOV,City,Non-Federal Agency,Louisburg,KS,38.61945779,-94.68078929
LOUISVILLECO.GOV,City,Non-Federal Agency,Louisville,CO,39.97775676,-105.1319264
LOUISVILLEKY.GOV,City,Non-Federal Agency,Louisville,KY,38.2542387,-85.75940845
LOUISVILLETN.GOV,City,Non-Federal Agency,Louisville,TN,35.82174556,-84.04795832
LOVEJOY-GA.GOV,City,Non-Federal Agency,Lovejoy,GA,33.43621924,-84.31436618
LOVELANDOH.GOV,City,Non-Federal Agency,Loveland,OH,39.26894816,-84.26382667
LOVETTSVILLEVA.GOV,City,Non-Federal Agency,Lovettsville,VA,39.27259734,-77.63665725
LOVINGTON-IL.GOV,City,Non-Federal Agency,Lovington,IL,39.71558753,-88.6325565
LOWELLARKANSAS.GOV,City,Non-Federal Agency,Lowell,AR,36.25534958,-94.1307581
LOWERALLOWAYSCREEK-NJ.GOV,City,Non-Federal Agency,Hancocks Bridge,NJ,39.50538868,-75.46186974
LOWERPAXTON-PA.GOV,City,Non-Federal Agency,Harrisburg,PA,40.2737,-76.8844185
LUBBOCKTX.GOV,City,Non-Federal Agency,Lubbock,TX,33.57785767,-101.8551687
LUDINGTON-MI.GOV,City,Non-Federal Agency,Ludington,MI,43.9552778,-86.45257644
LUNENBURGMA.GOV,City,Non-Federal Agency,Lunenburg,MA,42.59452655,-71.72451938
LYMAN-ME.GOV,City,Non-Federal Agency,Lyman,ME,45.9983755,-68.35613628
LYMANSC.GOV,City,Non-Federal Agency,Lyman,SC,34.94816608,-82.12732626
LYMECT.GOV,City,Non-Federal Agency,Lyme,CT,41.41203599,-72.33674855
LYMENH.GOV,City,Non-Federal Agency,Lyme,NH,43.80950874,-72.1559186
LYNCHBURGVA.GOV,City,Non-Federal Agency,Lynchburg,VA,37.41374929,-79.14224615
LYNDONKS.GOV,City,Non-Federal Agency,Lyndon,KS,38.61000863,-95.68442973
LYNNMA.GOV,City,Non-Federal Agency,Lynn,MA,42.46675589,-70.94948565
LYNNWOODWA.GOV,City,Non-Federal Agency,Lynnwood,WA,47.82092977,-122.3151276
LYONSTOWNSHIPIL.GOV,City,Non-Federal Agency,Countryside,IL,41.78280758,-87.87810844
MACOMB-MI.GOV,City,Non-Federal Agency,Macomb,MI,42.70086562,-82.95908645
MADEIRABEACHFL.GOV,City,Non-Federal Agency,Madeira Beach,FL,27.7976571,-82.79717732
MADERA-CA.GOV,City,Non-Federal Agency,Madera,CA,36.96133693,-120.0607196
MADISON-IN.GOV,City,Non-Federal Agency,Madison,IN,38.73588946,-85.37995713
MADISONAL.GOV,City,Non-Federal Agency,Madison,AL,34.69925716,-86.7483262
MADISONLAKEMN.GOV,City,Non-Federal Agency,Madison LAke,MN,44.2044072,-93.81550707
MAHARISHIVEDICCITY-IOWA.GOV,City,Non-Federal Agency,Maharishi Vedic City,IA,41.05251789,-91.99489663
MAHOMET-IL.GOV,City,Non-Federal Agency,Mahomet,IL,40.19530796,-88.40421976
MAHWAH-NJ.GOV,City,Non-Federal Agency,Mahwah,NJ,41.08870818,-74.1437567
MAIDENNC.GOV,City,Non-Federal Agency,Maiden,NC,35.57568939,-81.2117475
MALIBU-CA.GOV,City,Non-Federal Agency,Malibu,CA,34.00500927,-118.8100871
MALVERNAR.GOV,City,Non-Federal Agency,Malvern,AR,34.36230906,-92.81294654
MAMARONECK-NY.GOV,City,Non-Federal Agency,Mamaroneck,NY,40.9487076,-73.73262818
MAMARONECKVILLAGENY.GOV,City,Non-Federal Agency,Mamaroneck,NY,40.9487076,-73.73262818
MANASQUAN-NJ.GOV,City,Non-Federal Agency,MANASQUAN,NJ,40.12622559,-74.04929658
MANASSASPARKVA.GOV,City,Non-Federal Agency,Manassas Park,VA,38.78399919,-77.46970856
MANASSASVA.GOV,City,Non-Federal Agency,Manassas,VA,38.75094963,-77.47526557
MANCHESTER-GA.GOV,City,Non-Federal Agency,Manchester,GA,32.85984739,-84.61992957
MANCHESTER-VT.GOV,City,Non-Federal Agency,Manchester Center,VT,43.17701787,-73.05704913
MANCHESTERCT.GOV,City,Non-Federal Agency,Manchester,CT,41.7759277,-72.52147966
MANCHESTERMD.GOV,City,Non-Federal Agency,MANCHESTER,MD,39.66120985,-76.88497645
MANCHESTERMO.GOV,City,Non-Federal Agency,Manchester,MO,38.59699579,-90.50928596
MANCHESTERNH.GOV,City,Non-Federal Agency,Manchester,NH,42.99563896,-71.45478632
MANISTEEMI.GOV,City,Non-Federal Agency,Traverse City,MI,44.76305962,-85.62062727
MANKATO-MN.GOV,City,Non-Federal Agency,Mankato,MN,44.16357782,-93.99939675
MANKATOMN.GOV,City,Non-Federal Agency,Mankato,MN,44.16357782,-93.99939675
MANSFIELD-TX.GOV,City,Non-Federal Agency,Mansfield,TX,32.56318871,-97.14167942
MANSFIELDCT.GOV,City,Non-Federal Agency,Mansfield,CT,26.54040566,-97.42153658
MANSFIELDGA.GOV,City,Non-Federal Agency,Mans,GA,26.65749877,127.9066693
MANSFIELDTEXAS.GOV,City,Non-Federal Agency,Mansfield,TX,32.56318871,-97.14167942
MANSFIELDTOWNSHIP-NJ.GOV,City,Non-Federal Agency,Port Murray,NJ,40.78564657,-74.91599617
MANTUATOWNSHIPOHIO.GOV,City,Non-Federal Agency,Mantua,OH,40.07784588,-81.67900854
MAPLEGROVEMN.GOV,City,Non-Federal Agency,Maple Grove,MN,45.07245667,-93.45578649
MAPLEVALLEYWA.GOV,City,Non-Federal Agency,Maple Valley,WA,47.39271627,-122.0464069
MAPLEWOODMN.GOV,City,Non-Federal Agency,Maplewood,MN,44.95301927,-92.99521636
MARANAAZ.GOV,City,Non-Federal Agency,Marana,AZ,32.43673644,-111.2253757
MARBLEFALLSTX.GOV,City,Non-Federal Agency,Marble Falls,TX,30.57823935,-98.27279804
MARICOPA-AZ.GOV,City,Non-Federal Agency,Maricopa,AZ,33.0581088,-112.0476372
MARIONKY.GOV,City,Non-Federal Agency,Marion,KY,37.33282847,-88.08112593
MARIONMA.GOV,City,Non-Federal Agency,Marion,MA,41.70009592,-70.76280622
MARIONSC.GOV,City,Non-Federal Agency,Marion,SC,34.1782169,-79.40060872
MARKESANWI.GOV,City,Non-Federal Agency,Markesan,WI,43.70719682,-88.99010827
MARLBORO-NJ.GOV,City,Non-Federal Agency,Marlboro,NJ,39.48510898,-75.32796612
MARLBOROUGH-MA.GOV,City,Non-Federal Agency,Marlborough,MA,42.34908683,-71.54545777
MARLOWNH.GOV,City,Non-Federal Agency,Marlow,NH,43.11590879,-72.19702695
MAROAILLINOIS.GOV,City,Non-Federal Agency,Maroa,IL,40.03642705,-88.9570272
MARSHALL-IL.GOV,City,Non-Federal Agency,Marshall,IL,39.39142729,-87.69363831
MARSHFIELDMO.GOV,City,Non-Federal Agency,Marshfield,MO,37.33865995,-92.90711868
MARTINSVILLE-VA.GOV,City,Non-Federal Agency,Martinsville,VA,36.69152737,-79.87253584
MARYSVILLEWA.GOV,City,Non-Federal Agency,Marysville,WA,48.05175929,-122.1770798
MARYVILLE-TN.GOV,City,Non-Federal Agency,maryville,TN,35.75646985,-83.9704572
MASHPEEMA.GOV,City,Non-Federal Agency,Mashpee,MA,41.64843601,-70.48113572
MASTICBEACHVILLAGENY.GOV,City,Non-Federal Agency,Mastic Beach,NY,40.76676625,-72.85204733
MATTHEWSNC.GOV,City,Non-Federal Agency,Matthews,NC,35.11680661,-80.72367581
MAYAGUEZPR.GOV,City,Non-Federal Agency,Mayaguez,PR,18.20106618,-67.13961973
MAYFIELDKY.GOV,City,Non-Federal Agency,Mayfield,KY,36.74171592,-88.63671863
MCCOMB-MS.GOV,City,Non-Federal Agency,McComb,MS,31.24378879,-90.45314894
MCDONOUGH-GA.GOV,City,Non-Federal Agency,McDonough,GA,33.44733776,-84.14685955
MCKEESPORT-PA.GOV,City,Non-Federal Agency,McKeesport,PA,40.34784892,-79.86421608
MCKENZIETN.GOV,City,Non-Federal Agency,McKenzie,TN,36.13255998,-88.5186581
MCMINNVILLEOREGON.GOV,City,Non-Federal Agency,McMinnville,OR,45.21011745,-123.1987187
MCTX.GOV,City,Non-Federal Agency,Missouri City,TX,29.61856901,-95.53771575
MEADOWSPLACETX.GOV,City,Non-Federal Agency,Meadows Place,TX,29.65133961,-95.58799879
MECHANICVILLENY.GOV,City,Non-Federal Agency,Mechanicville,NY,42.90284819,-73.6873397
MEDFORD-MA.GOV,City,Non-Federal Agency,Medford,MA,42.41842568,-71.10615725
MEDINA-WA.GOV,City,Non-Federal Agency,Medina,WA,47.62092702,-122.2276193
MEDINAMN.GOV,City,Non-Federal Agency,Medina,MN,45.03523597,-93.58245925
MELVILLELA.GOV,City,Non-Federal Agency,Melville,LA,30.69296567,-91.74399889
MEMPHISTN.GOV,City,Non-Federal Agency,Memphis,TN,35.14952771,-90.04897681
MENDONMA.GOV,City,Non-Federal Agency,Mendon,MA,42.10564944,-71.55228816
MENOMONIE-WI.GOV,City,Non-Federal Agency,Menomonie,WI,44.87551814,-91.91933933
MENTONEALABAMA.GOV,City,Non-Federal Agency,Mentone,AL,34.57952729,-85.59051594
MERCERISLANDWA.GOV,City,Non-Federal Agency,Mercer Island,WA,47.57064848,-122.2220668
MERCHANTVILLENJ.GOV,City,Non-Federal Agency,Merchantville,NJ,39.94733946,-75.06655731
MERIDENCT.GOV,City,Non-Federal Agency,Meriden,CT,41.5381463,-72.80703782
MERRIMACKNH.GOV,City,Non-Federal Agency,Merrimack,NH,42.86508755,-71.49339739
MESAAZ.GOV,City,Non-Federal Agency,Mesa,AZ,33.42226598,-111.8226392
MESILLANM.GOV,City,Non-Federal Agency,Mesilla,NM,32.27008922,-106.8008373
MESQUITENV.GOV,City,Non-Federal Agency,Mesquite,NV,36.80552926,-114.0671885
MESQUITETX.GOV,City,Non-Federal Agency,Mesquite,TX,32.76679565,-96.59915806
MIAMIAZ.GOV,City,Non-Federal Agency,Miami,AZ,33.39921903,-110.8687193
MIAMIBEACHFL.GOV,City,Non-Federal Agency,Miami Beach,FL,25.7906462,-80.13004799
MIAMIGARDENS-FL.GOV,City,Non-Federal Agency,Miami Gardens,FL,25.94203976,-80.24559774
MIAMILAKES-FL.GOV,City,Non-Federal Agency,Miami Lakes,FL,25.90870672,-80.30865964
MIAMISPRINGS-FL.GOV,City,Non-Federal Agency,Miami Springs,FL,25.82231888,-80.28949584
MIAMITOWNSHIPOH.GOV,City,Non-Federal Agency,Milford,OH,39.17533847,-84.29437896
MIAMITWPOH.GOV,City,Non-Federal Agency,Milford,OH,39.17533847,-84.29437896
MIDDLEBURGVA.GOV,City,Non-Federal Agency,Middleburg,VA,38.9687168,-77.73554947
MIDDLESEXBORO-NJ.GOV,City,Non-Federal Agency,Middlesex,NJ,40.57259948,-74.49264674
MIDDLETONMA.GOV,City,Non-Federal Agency,Middleton,MA,42.595089,-71.01615624
MIDDLETONNH.GOV,City,Non-Federal Agency,Middleton,NH,43.47618732,-71.069508
MIDDLETOWN-CT.GOV,City,Non-Federal Agency,Middletown,CT,41.56231815,-72.6506497
MIDDLETOWNCT.GOV,City,Non-Federal Agency,Middletown,CT,41.56231815,-72.6506497
MIDDLETOWNVA.GOV,City,Non-Federal Agency,Middletown,VA,39.02760758,-78.28055911
MIDLANDTEXAS.GOV,City,Non-Federal Agency,Midland,TX,31.99734593,-102.0779079
MIDLOTHIANTX.GOV,City,Non-Federal Agency,Midlothian,TX,32.48235789,-96.99444798
MIDWAY-NC.GOV,City,Non-Federal Agency,Winston-Salem,NC,36.09985688,-80.24421636
MIFFLIN-OH.GOV,City,Non-Federal Agency,Gahanna,OH,40.01922958,-82.87933553
MILAN-NY.GOV,City,Non-Federal Agency,Milan,NY,41.95342794,-73.79207691
MILANMO.GOV,City,Non-Federal Agency,Milan,MO,40.20223734,-93.12520983
MILANOHIO.GOV,City,Non-Federal Agency,Milan,OH,41.29754815,-82.60544933
MILFORD-CT.GOV,City,Non-Federal Agency,Milford,CT,41.22231932,-73.05649568
MILFORD-DE.GOV,City,Non-Federal Agency,Milford,DE,38.91260678,-75.42796974
MILFORDNE.GOV,City,Non-Federal Agency,Milford,NE,40.77444706,-97.0505895
MILLIKENCO.GOV,City,Non-Federal Agency,Milliken,CO,40.32942755,-104.8552459
MILLIKENCOLORADO.GOV,City,Non-Federal Agency,Milliken,CO,40.32942755,-104.8552459
MILLINGTONTN.GOV,City,Non-Federal Agency,Millington,TN,35.34146718,-89.89730877
MILLSTONENJ.GOV,City,Non-Federal Agency,Millstone,NJ,40.28815722,-74.53153679
MILLSWY.GOV,City,Non-Federal Agency,Mills,WY,42.84051973,-106.3658564
MILLVILLENJ.GOV,City,Non-Federal Agency,Millville,NJ,39.40205985,-75.03933923
MILTON-WI.GOV,City,Non-Federal Agency,Milton,WI,42.77555899,-88.94399636
MILWAUKEE.GOV,City,Non-Federal Agency,Milwaukee,WI,43.03889812,-87.90646943
MILWAUKIEOREGON.GOV,City,Non-Federal Agency,Milwaukie,OR,45.4462295,-122.6392563
MINEOLA-NY.GOV,City,Non-Federal Agency,Mineola,NY,40.7492673,-73.64067884
MINERALWELLSTX.GOV,City,Non-Federal Agency,Mineral Wells,TX,32.80845745,-98.11281924
MINNEAPOLIS-MN.GOV,City,Non-Federal Agency,Minneapolis,MN,44.97996738,-93.26383803
MINNEAPOLISMN.GOV,City,Non-Federal Agency,Minneapolis,MN,44.97996738,-93.26383803
MINNETONKA-MN.GOV,City,Non-Federal Agency,Minnetonka,MN,44.91329679,-93.50328878
MIRAMARFL.GOV,City,Non-Federal Agency,Miramar,FL,25.98730574,-80.23226992
MISSIONHILLSKS.GOV,City,Non-Federal Agency,Mission Hills,KS,39.01777595,-94.61689946
MISSOULA-MT.GOV,City,Non-Federal Agency,Missoula,MT,46.87214847,-113.993998
MISSOURICITYTEXAS.GOV,City,Non-Federal Agency,Missouri City,TX,29.61856901,-95.53771575
MISSOURICITYTX.GOV,City,Non-Federal Agency,Missouri City,TX,29.61856901,-95.53771575
MITCHELL-IN.GOV,City,Non-Federal Agency,Mitchell,IN,38.73282973,-86.47359858
MOCKSVILLENC.GOV,City,Non-Federal Agency,Mocksville,NC,35.89402714,-80.56144721
MONROEGA.GOV,City,Non-Federal Agency,Monroe,GA,33.79483742,-83.71322853
MONROEMI.GOV,City,Non-Federal Agency,Monroe,MI,41.91642773,-83.39770753
MONROETWP-OH.GOV,City,Non-Federal Agency,Bethel,OH,38.96367725,-84.08076941
MONROEWA.GOV,City,Non-Federal Agency,Monroe,WA,47.85537872,-121.9709576
MONTAGUE-MA.GOV,City,Non-Federal Agency,Turners Falls,MA,42.60424569,-72.55647755
MONTCLAIRCA.GOV,City,Non-Federal Agency,Montclair,CA,34.07750684,-117.6897765
MONTEREYMA.GOV,City,Non-Federal Agency,Monterey,MA,42.1792584,-73.21204688
MONTGOMERYAL.GOV,City,Non-Federal Agency,Montgomery,AL,32.36680814,-86.29996799
MONTGOMERYMA.GOV,City,Non-Federal Agency,Montgomery,MA,42.20675996,-72.80509849
MONTGOMERYOHIO.GOV,City,Non-Federal Agency,Montgomery,OH,39.22810978,-84.35410666
MONTGOMERYTEXAS.GOV,City,Non-Federal Agency,Montgomery,TX,30.38825721,-95.69633567
MONTICELLOIN.GOV,City,Non-Federal Agency,Monticello,IN,40.74531665,-86.76472724
MOODYALABAMA.GOV,City,Non-Federal Agency,Moody,AL,33.59093801,-86.49081855
MOODYTX.GOV,City,Non-Federal Agency,Moody,TX,31.30822758,-97.36139942
MOORESVILLE-NC.GOV,City,Non-Federal Agency,Mooresville,NC,35.58485958,-80.81006815
MOORPARKCA.GOV,City,Non-Federal Agency,Moorpark,CA,34.28555937,-118.8820357
MOREHEAD-KY.GOV,City,Non-Federal Agency,Morehead,KY,37.27114794,-87.17637771
MORGANTONNC.GOV,City,Non-Federal Agency,Morganton,NC,35.74540983,-81.68481752
MORGANTOWNWV.GOV,City,Non-Federal Agency,Morgantown,WV,39.62952816,-79.95589994
MORIARTYNM.GOV,City,Non-Federal Agency,Moriarty,NM,34.99004836,-106.049188
MORROBAYCA.GOV,City,Non-Federal Agency,Morro Bay,CA,35.36580552,-120.8498956
MORTON-IL.GOV,City,Non-Federal Agency,Morton,IL,40.61281691,-89.45925914
MOULTONBOROUGHNH.GOV,City,Non-Federal Agency,Moultonborough,NH,43.75479809,-71.39673697
MOUNTAINAIRNM.GOV,City,Non-Federal Agency,Mountainair,NM,34.52033954,-106.2411274
MOUNTAINHOUSECA.GOV,City,Non-Federal Agency,Mountain House,CA,37.7832565,-121.5427261
MOUNTAINPARK-GA.GOV,City,Non-Federal Agency,Mountain Park,GA,33.84426553,-84.1293561
MOUNTAINVIEW.GOV,City,Non-Federal Agency,Mountain View,CA,37.38604974,-122.0838481
MOUNTCARMELTN.GOV,City,Non-Federal Agency,Mount Carmel,TN,35.4978463,-88.00780944
MOUNTKISCONY.GOV,City,Non-Federal Agency,Mount Kisco,NY,41.20425792,-73.72707568
MOUNTPLEASANTTN.GOV,City,Non-Federal Agency,Mount Pleasant,TN,35.53423907,-87.206948
MOUNTPOCONO-PA.GOV,City,Non-Federal Agency,Mount Pocono,PA,41.12202772,-75.36462886
MOUNTPROSPECT-IL.GOV,City,Non-Federal Agency,Mount Prospect,IL,42.06641742,-87.93728719
MOUNTPROSPECTIL.GOV,City,Non-Federal Agency,Mount Prospect,IL,42.06641742,-87.93728719
MOUNTVERNONWA.GOV,City,Non-Federal Agency,Mount Vernon,WA,48.42121701,-122.3340484
MSVFL.GOV,City,Non-Federal Agency,Miami Shores,FL,25.86314826,-80.19282642
MTCRESTEDBUTTE-CO.GOV,City,Non-Federal Agency,Mt. Crested Butte,CO,38.90526793,-106.9603166
MTJULIET-TN.GOV,City,Non-Federal Agency,Mt Juliet,TN,36.20005849,-86.51860808
MTPLEASANTWI.GOV,City,Non-Federal Agency,Mount Pleasant,WI,42.89555884,-89.64456619
MTSHASTACA.GOV,City,Non-Federal Agency,Mt. Shasta,CA,41.40931823,-122.1950062
MUKILTEOWA.GOV,City,Non-Federal Agency,Mukilteo,WA,47.94453831,-122.304576
MUNDELEIN-IL.GOV,City,Non-Federal Agency,Mundelein,IL,42.26307697,-88.00396678
MUNDYTWP-MI.GOV,City,Non-Federal Agency,Swartz Creek,MI,42.95724837,-83.83050612
MURFREESBOROTN.GOV,City,Non-Federal Agency,Murfreesboro,TN,35.84561594,-86.39026597
MURPHYSBORO-IL.GOV,City,Non-Federal Agency,Murphysboro,IL,37.76449766,-89.33508816
MURPHYTX.GOV,City,Non-Federal Agency,Murphy,TX,33.01511961,-96.61304832
MURRAYKY.GOV,City,Non-Federal Agency,Murray,KY,36.61032758,-88.3147587
MURRIETACA.GOV,City,Non-Federal Agency,Murrieta,CA,33.5539063,-117.2139167
MUSCATINEIOWA.GOV,City,Non-Federal Agency,Muscatine,IA,41.42446838,-91.04320858
MUSKEGON-MI.GOV,City,Non-Federal Agency,Muskegon,MI,43.23417629,-86.24838906
MVPD.GOV,City,Non-Federal Agency,Mountain View,CA,37.38604974,-122.0838481
MYARLINGTONTX.GOV,City,Non-Federal Agency,Arlington,TX,32.73568991,-97.1080674
MYCOLUMBUS.GOV,City,Non-Federal Agency,Columbus,OH,39.96117573,-82.99878643
MYDELRAYBEACHFL.GOV,City,Non-Federal Agency,Delray Beach,FL,26.46145567,-80.07281757
NAGSHEADNC.GOV,City,Non-Federal Agency,Nags Head,NC,35.95738602,-75.62405784
NANTUCKET-MA.GOV,City,Non-Federal Agency,Nantucket,MA,41.2834599,-70.09945708
NAPA-CA.GOV,City,Non-Federal Agency,Napa,CA,38.2971379,-122.2855292
NAPLESCITYUT.GOV,City,Non-Federal Agency,Naples,UT,40.4269069,-109.4992973
NARBERTHPA.GOV,City,Non-Federal Agency,Narberth,PA,40.00844854,-75.26045861
NARRAGANSETTRI.GOV,City,Non-Federal Agency,Narragansett,RI,41.45009811,-71.44949928
NASHOTAH-WI.GOV,City,Non-Federal Agency,Nashotah,WI,43.0977889,-88.40231643
NASHUANH.GOV,City,Non-Federal Agency,Nashua,NH,42.76536739,-71.46756968
NASHVILLE.GOV,City,Non-Federal Agency,Nashville,TN,36.16588852,-86.78443999
NATCHITOCHESLA.GOV,City,Non-Federal Agency,Natchitoches,LA,31.76071642,-93.08626578
NATIONALCITYCA.GOV,City,Non-Federal Agency,National City,CA,32.67810852,-117.0991994
NAUGATUCK-CT.GOV,City,Non-Federal Agency,Naugatuck,CT,41.48592843,-73.0506597
NAVASOTATX.GOV,City,Non-Federal Agency,Navasota,TX,30.38797824,-96.08772894
